"cid","cowner","cname","ctype","cnumeric","crequired","cinsdisplaytype","cinsdisplaydata","cinsdisplayinclude","cinsdefaultvalue","cupddisplaytype","cupddisplaydata","cupddisplayinclude","cbackendlist","cdescription","csection"
"cms_xmodarticlescat.id","SYSTEM","Identifier","text","180","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","Enter a unique identifier for this article category.  This identifier will be used in URLs to link to this article category.  Because this identifier is used in URLs, do not use spaces, periods or special characters.  Recommended characters are 0-9, a-z, A-Z and the dash and underscore characters.","Article Category"
"cms_xmodarticlescat.metadesc","SYSTEM","Meta Description","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter a description to be used in the meta description tag for this article category.  The default meta description for this software will be used if one isn't entered here.","Search Engine Optimization"
"cms_xmodarticlescat.metakeywords","SYSTEM","Meta Keywords","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter keywords to be used in the meta keywords tag for this article category.  The default meta keywords for this software will be used if none are entered here.","Search Engine Optimization"
"cms_xmodarticlescat.metatitle","SYSTEM","Meta Title","text","255","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a title to be used in the meta title tag for this article category.  The Article Category Name will be used for the meta title tag if a title isn't entered here.","Search Engine Optimization"
"cms_xmodarticlescat.name","SYSTEM","Name","text","200","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the article category name.  It is used in menus and article category listings to identify the category.","Article Category"
"cms_xmodarticlescat.seoexact","SYSTEM","Use Exact SEO","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to use the exact SEO parameters defined for this item, or false (0) to allow the software to optimize SEO parameters.","Search Engine Optimization"
"cms_xmodarticlescat.seourl","SYSTEM","Search Engine Optimized URL Identifier","text","200","0","TEXTBOX-SEOURL","cms.xmodarticlescat","","","TEXTBOX-SEOURL","cms.xmodarticlescat","","1","Enter a search engine optimized URL identifier for this article category.  If you do not enter a engine optimized URL identifier, the identifier for this article will be used by default.","Search Engine Optimization"
"cms_xmodarticlescat.sortorder","SYSTEM","Sort Order","integer","10","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","0","This sort order numeric allows display of article categories in a particular order when viewed in menus and listings.  Article categories are sorted within displays in ascending order based on this numeric indicator.","Article Category"
"cms_xmodarticlescat.splashdisp","SYSTEM","Main Category Indicator","integer","1","1","SELECT-BOOL","","","1","SELECT-BOOL","","","1","This indicator when set to true treats this category as a main category to be displayed on the Articles splash page.  If set to false, this category is to be considered a sub-category of another category.","Article Category"
"cms_xmodarticlescat.xcat","SYSTEM","Related Categories","clob","","0","TEXTAREA-RELATE","cms_xmodarticlescat:managexmodarticlescat","","","TEXTAREA-RELATE","cms_xmodarticlescat:managexmodarticlescat","","0","Select the categories which are to be displayed as subcategories of this category.","Parent and Related Categories"
"cms_xmodarticlescat.xmultisite","SYSTEM","MultiSite Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","1","If MultiSite is active, select multisites on which to make available.","MultiSite and Visibility"
"cms_xmodarticlescat.xsortorder","SYSTEM","Related Category Entry Sort Status","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to display categories related to this category in the order they are entered in the Related Categories field, or false (0) to use the sort order of related categories to display them.","Parent and Related Categories"
"core_affpay.affil","SYSTEM","Affiliate Account ID","text","150","1","","","","","TEXTBOX-REG","","","1","This is the affiliate this payment is associated with.","Affiliate Commission Payment"
"core_affpay.amount","SYSTEM","Payment Amount","text","32","0","","","","","TEXTBOX-REG","","","1","This is the amount of the payment.  This amount is stored and should be entered in the system base currency.","Affiliate Commission Payment"
"core_affpay.id","SYSTEM","Payment Reference Number","text","150","1","","","","","DISPLAY-REG","","","1","This is the payment reference number for this payment.  Use a check number or some other unique identifier.","Affiliate Commission Payment"
"core_affpay.paydate","SYSTEM","Payment Date","text","30","0","","","","","DISPLAY-DATE","","","1","This is the date and time this payment was made.","Affiliate Commission Payment"
"core_altrdbms.dbname","SYSTEM","Database Name","text","150","1","","","","","","","","0","",""
"core_altrdbms.dbpassword","SYSTEM","Database Password","text","250","1","","","","","","","","0","",""
"core_altrdbms.dbtype","SYSTEM","Database Type","text","150","1","","","","","DISPLAY-REG","","","1","",""
"core_altrdbms.hostname","SYSTEM","Hostname","text","150","1","","","","","","","","0","",""
"core_altrdbms.id","SYSTEM","Identifier","text","150","1","","","","","DISPLAY-REG","","","1","",""
"core_altrdbms.name","SYSTEM","Connection Name","text","150","1","","","","","DISPLAY-REG","","","1","",""
"core_altrdbms.username","SYSTEM","Database Username","text","150","1","","","","","","","","0","",""
"core_apps.class","SYSTEM","Base Class","text","150","1","","","","","","","","0","",""
"core_apps.defaultapp","SYSTEM","Default Component for Interface Indicator","integer","1","1","","","","","","","","0","",""
"core_apps.defaultns","SYSTEM","Default Namespace","text","150","1","","","","","","","","0","",""
"core_apps.description","SYSTEM","Component Description","clob","","0","","","","","","","","0","",""
"core_apps.disablereason","SYSTEM","Disabled Reason Message","clob","","0","","","","","","","","0","",""
"core_apps.disablestatus","SYSTEM","Disabled Status Indicator","integer","1","1","","","","","","","","0","",""
"core_apps.fedispname","SYSTEM","FrontEnd Display Name","text","150","1","","","","","","","","0","",""
"core_apps.id","SYSTEM","Identifier","text","150","1","","","","","","","","0","",""
"core_apps.interface","SYSTEM","Interface Type","text","150","1","","","","","","","","0","",""
"core_apps.name","SYSTEM","Component Name","text","150","1","","","","","","","","0","",""
"core_apps.vendorcopy","SYSTEM","Vendor Copyright","clob","","0","","","","","","","","0","",""
"core_apps.vendorname","SYSTEM","Vendor Name","text","100","0","","","","","","","","0","",""
"core_apps.vendorurl","SYSTEM","Vendor URL","text","200","0","","","","","","","","0","",""
"core_apps.version","SYSTEM","Version","text","10","1","","","","","","","","0","",""
"core_columndefs.cbackendlist","SYSTEM","Backend Interface List Status","integer","1","0","","","","","","","","0","",""
"core_columndefs.cdescription","SYSTEM","Column Description","clob","","0","","","","","","","","0","",""
"core_columndefs.cid","SYSTEM","Identifier","text","150","1","","","","","","","","0","",""
"core_columndefs.cinsdefaultvalue","SYSTEM","Default Value: INSERT Display","clob","","0","","","","","","","","0","",""
"core_columndefs.cinsdisplaydata","SYSTEM","Display Data: INSERT Display","clob","","0","","","","","","","","0","",""
"core_columndefs.cinsdisplayinclude","SYSTEM","Display Include: INSERT Display","text","100","0","","","","","","","","0","",""
"core_columndefs.cinsdisplaytype","SYSTEM","Display Type: INSERT Display","text","150","0","","","","","","","","0","",""
"core_columndefs.cname","SYSTEM","Column Display Name","text","150","1","","","","","","","","0","",""
"core_columndefs.cnumeric","SYSTEM","Database Column Numeric","text","10","0","","","","","","","","0","",""
"core_columndefs.cowner","SYSTEM","Column Owner","text","150","1","","","","","","","","0","",""
"core_columndefs.crequired","SYSTEM","Value Required","integer","1","1","","","","","","","","0","",""
"core_columndefs.csection","SYSTEM","Backend Interface Form Section","text","200","0","","","","","","","","0","",""
"core_columndefs.ctype","SYSTEM","Database Column Type","text","150","1","","","","","","","","0","",""
"core_columndefs.cupddisplaydata","SYSTEM","Display Data: UPDATE Display","clob","","0","","","","","","","","0","",""
"core_columndefs.cupddisplayinclude","SYSTEM","Display Include: UPDATE Display","text","100","0","","","","","","","","0","",""
"core_columndefs.cupddisplaytype","SYSTEM","Display Type: UPDATE Display","text","150","0","","","","","","","","0","",""
"core_country.abb","SYSTEM","Country ISO Code","text","2","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","The country's two letter ISO code or abbreviation.","Country"
"core_country.hsbccode","SYSTEM","Numeric Country Code","text","10","1","TEXTBOX-REG","","","0","TEXTBOX-REG","","","0","This is the numeric country code for this country.","Country"
"core_country.id","SYSTEM","Full Country Name","text","180","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","The country's full name.","Country"
"core_country.region","SYSTEM","Region","text","100","1","SELECT-CUSTOM","core.locationregion","","OTHER","SELECT-CUSTOM","core.locationregion","","0","Select the region for this country.","Country"
"core_country.sortorder","SYSTEM","Sort Order","integer","10","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","0","This sort order numeric allows display of countries in a particular order. Countries are sorted in displays in ascending order based on this numeric indicator.","Country"
"core_country.taxreducedhigh","SYSTEM","Item Reduced High Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","0.000","TEXTBOX-REG","","","0","Item Reduced High Tax Rate.  Enter 0.000 for no tax on items.","Tax Information"
"core_country.taxreducedlow","SYSTEM","Item Reduced Low Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","0.000","TEXTBOX-REG","","","0","Item Reduced Low Tax Rate.  Enter 0.000 for no tax on items.","Tax Information"
"core_country.taxreducedmidhigh","SYSTEM","Item Reduced Mid High Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","0.000","TEXTBOX-REG","","","0","Item Reduced Mid High Tax Rate.  Enter 0.000 for no tax on items.","Tax Information"
"core_country.taxreducedmidlow","SYSTEM","Item Reduced Mid Low Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","0.000","TEXTBOX-REG","","","0","Item Reduced Mid Low Tax Rate.  Enter 0.000 for no tax on items.","Tax Information"
"core_country.taxship","SYSTEM","Shipping Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Shipping Tax Rate.  Enter 0.000 for no tax on shipping.","Tax Information"
"core_country.taxstandard","SYSTEM","Item Standard Tax Rate (Percentage)","text","20","1","TEXTBOX-REG","","","0.000","TEXTBOX-REG","","","0","Item Standard Tax Rate.  Enter 0.000 for no tax on items.","Tax Information"
"core_country.usecon","SYSTEM","Display in Contact Forms","integer","1","0","SELECT-CUSTOM","generic.yesno","","","SELECT-CUSTOM","generic.yesno","","0","Indicates whether this country will be available in the contact information section of forms.","Display"
"core_country.usedel","SYSTEM","Display in Delivery Forms","integer","1","0","SELECT-CUSTOM","generic.yesno","","","SELECT-CUSTOM","generic.yesno","","0","Indicates whether this country will be available in the delivery information section of forms.","Display"
