"id","name","app","section","displaytype","displaydata","displayinclude","required","value","description"
"ecom.shipholidays","Shipping Times: Shipping Holidays","ecom","Shipping Settings","TEXTAREA-SMALL","","","0","","Enter a comma delimited list of holidays on which items cannot be shipped. Dates should be entered in the format YYYY-MM-DD (ISO 8601). Separate all dates with a comma. Example: 2016-01-01, 2016-01-02"
"ecom.shiplocalpickupbeonly","Local Pickup Option: Limit to Management Interface","ecom","Shipping Settings","SELECT-BOOL","","","1","1","You can limit the display of the local pickup option, if active, to the Management Interface only by setting this option to true (1)."
"ecom.shiplocalpickupdisplay","Local Pickup Option: Display Option","ecom","Shipping Settings","SELECT-BOOL","","","1","0","Select true (1) to display a free local pickup option when item are being shipped from the local warehouse.  This setting activates the local pickup option for all customers.  To limit to a geographic area or to the manageemnt interface, adjust those local pickup settings."
"ecom.shiplocalpickuplimitarea","Local Pickup Option: Limit Delivery Area","ecom","Shipping Settings","SELECT-CUSTOM","ecom.shiplocalpickuplimitarea","","1","STATEPROVINCE","You can limit the display of the local pickup option, if active, to a delivery area.  This can be the same state/province or country as the local warehouse."
"ecom.shiplocalpickupname","Local Pickup Option: Display Name","ecom","Shipping Settings","TEXTBOX-REG","","","1","Store Pickup","Enter a name to be displayed for the free local pickup option, if active."
"ecom.shiplocalpickuptext","Local Pickup Option: Extra Shipping Text","ecom","Shipping Settings","TEXTAREA-SMALL","","","0","","Enter text here to display an extra message about shipping in the shipping estimator and checkout when the local pickup option is selected."
"ecom.shipminheight","Realtime: Minimum Box Height","ecom","Shipping Settings","TEXTBOX-REG","","","1","1.0","Enter a minimum height for boxes to be shipped via realtime carriers.  If a box is presented to the shipping module with a height below this minimum, the minimum specified here will be used."
"ecom.shipminlength","Realtime: Minimum Box Length","ecom","Shipping Settings","TEXTBOX-REG","","","1","1.0","Enter a minimum length for boxes to be shipped via realtime carriers.  If a box is presented to the shipping module with a length below this minimum, the minimum specified here will be used."
"ecom.shipminweight","Realtime: Minimum Box Weight","ecom","Shipping Settings","TEXTBOX-REG","","","1","1.000","Enter a minimum weight for boxes to be shipped via realtime carriers.  If a box is presented to the shipping module with a weight below this minimum, the minimum specified here will be used."
"ecom.shipminwidth","Realtime: Minimum Box Width","ecom","Shipping Settings","TEXTBOX-REG","","","1","1.0","Enter a minimum width for boxes to be shipped via realtime carriers.  If a box is presented to the shipping module with a width below this minimum, the minimum specified here will be used."
"ecom.shipmustratestatus","Free Shipping: Must Rate Status","ecom","Shipping Settings","SELECT-BOOL","","","1","0","Select true (1) to calculate minimum rates for Inventory Items which are marked as Must Rate, when free shipping is active.  Set to false (0) to disable and ignore Inventory Item Must Rate settings."
"ecom.shipshowfooters","Realtime: Present Shipper Footer Display","ecom","Shipping Settings","SELECT-BOOL","","","1","1","Select true (1) to display shipper information on the footer of any pages where realtime rates are calculated.  This display is required by some realtime shipping carriers, like UPS."
"ecom.shiptimecutoff","Shipping Times: Ship Cutoff Time","ecom","Shipping Settings","SELECT-CUSTOM","ecom.shiptimecutoff","","1","16","Select the time at which orders must be received in order to ship the same day.  A selection of 12:00 AM will force orders to be shipped next day."
"ecom.showcatmaxpct","Category Displays: Highlight Special Offer Discount","ecom","Special Offers","SELECT-BOOL","","","1","1","Select true (1) to display and highlight the special offer discount percentage on category displays in the Special Offers section."
"ecom.showinstock","Display In Stock Info","ecom","General Store Settings","SELECT-BOOL","","","1","1","Select true display in stock information for products.  Selecting false will only display out of stock products with an out of stock message."
"ecom.showinstocklevel","Display In Stock Level","ecom","General Store Settings","SELECT-BOOL","","","1","1","Display In Stock Info must be set to true for this setting to take effect.  Select true display the invetory level when displaying in stock information for products.  Selecting false will display only an in stock message for in stock products."
"ecom.showpriceincartonly","Enable Show Price In Cart Only","ecom","General Store Settings","SELECT-BOOL","","","1","1","Select true (1) to enable Show Price In Cart Only functionality for Product Offers.  When enabled, items marked as Show Price In Cart Only will have pricing viewable only in the shopping cart."
"ecom.showprodpctso","Product Detail Pages: Highlight Special Offer Discount","ecom","Special Offers","SELECT-BOOL","","","1","1","Select true (1) to display and highlight the special offer discount percentage for Special Offer product offers."
"ecom.showsortopts","Product Listing: Display Sort Options","ecom","Categories: Standard View","SELECT-BOOL","","","1","0","Select true to display product sort options in standard view product listings to users who are browsing the online store."
"ecom.specofferactive","Special Offers Active","ecom","Special Offers","SELECT-BOOL","","","1","0","Select true (1) to activate Special Offers, or false (0) to deactivate it.  If inactive, items marked as Special Offers will not be available in the online store."
"ecom.specofferbannergroup","Special Offers Display: Banner Advertisement Group","ecom","Special Offers","TEXTBOX-REG","","","0","DEMO-SPECIALOFFERS","Enter a banner advertisement group name if you would like to display banner advertisements at the top of the Special Offers page. Leave blank to suppress banner advertisements. If a group name is entered, a banner advertisement placed in the content section must have this group name in order to display a banner advertisement."
"ecom.specoffercookie","Special Offers Limits: Cookie Value","ecom","Special Offers","TEXTBOX-REG","","","1","SPECOFFERCOOKIE","When Special Offers are active, and limited to customers with a special cookie, this is the value used for the cookie issued to the customer."
"ecom.specofferdesc","Special Offers Info: Description","ecom","Special Offers","TEXTAREA-SMALL","","","1","Get discounted pricing on Special Offer items when you buy today.","This description is used when displaying information about Special Offers."
"ecom.specofferlimits","Special Offers Limitations","ecom","Special Offers","CHECKBOX-CUSTOM","ecom.specofferlimits","","0","","When Special Offers are active, you can select to limit Special Offers to customers.  Select the limitations you would like to put into place for Special Offers.  Selecting no limitations will allow Special Offers for all shoppers."
"ecom.specoffermenudisp","Category Menu Display Status","ecom","Special Offers","SELECT-BOOL","","","1","1","Select true (1) to display Special Offers in the store category menu when active, or false (0) not show a menu item for Special Offers."
"ecom.specoffername","Special Offers Info: Name","ecom","Special Offers","TEXTBOX-REG","","","1","Special Offers","This display name is used for all references to the Special Offers page."
"ecom.specoffersarticle","Special Offers Article Display","ecom","Special Offers","TEXTBOX-REG","","","0","","If you have the Articles extension module installed, and it's active, enter an identifer for an article here to display abbreviated article content on the special offers mail page.  This article will appear below any category and product offer listings."
"ecom.specoffersdisallowdiscount","Disable Discount Code Usage","ecom","Special Offers","SELECT-BOOL","","","1","1","Select true (1) to diable discount code usage for Special Offers for 'Exclude Item(s)' discounts codes. If selected, items added to the cart using Special Offers are not discounted in checkout with 'Exclude Item(s)' type discount codes.  This field is used in addition to the 'Exclude Item(s)' product list entered for the discount code."
"ecom.specoffersheader","Special Offers Header","ecom","Special Offers","TEXTAREA-WYSIWYG","","","0","","If you would like to display a header on the special offers main page, enter the header here. This header can contain XHTML tags."
"ecom.specoffersmaincat","Main Page: Parent Category Navigation","ecom","Special Offers","SELECT-CUSTOM","ecom.specoffersmaincat","","1","PARENTS","Select the type of category navigation to display on the special offers main page.  This feature is useful for changing the display type based on the size of the sale."
"ecom.specoffersmainname","Main Page: Product Heading Text","ecom","Special Offers","TEXTBOX-REG","","","1","Save Today On These Incredible Offers","This heading name is used above the product listing (when displayed) on the special offers main page."
"ecom.specoffersmainprod","Main Page: Display Product Offers","ecom","Special Offers","SELECT-BOOL","","","1","1","Select true to display product offers on the special offers main page.  This feature is useful for changing the display type based on the size of the sale."
"ecom.specoffersshowtype","Category Header: Display Type","ecom","Special Offers","SELECT-CUSTOM","ecom.catshowtype","","1","DESCIMG","Select the type for the category header when displayed on special offer pages.  You can select description only, image and descripiton, or to disable the display."
"ecom.specofferusergroups","Special Offers Limits: User Groups","ecom","Special Offers","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","","When Special Offers are active, and limited to certain user groups, this listing controls which groups are allowed access."
"ecom.splashbannergroup","Banner Advertisement Group","ecom","Store Splash Page","TEXTBOX-REG","","","0","SPLASH","Enter a banner advertisement group name if you would like to display banner advertisements in the display skin when the store splash page is viewed."
"ecom.splashbypass","Bypass Store Splash Page","ecom","Store Splash Page","SELECT-BOOL","","","1","1","You can choose to change links printed to the store splash page so they target the default home page instead, and in doing so, bypass the store splash page.  Select true (1) to bypass the store splash page, and target the default home page for store home links."
"ecom.splashprodname","Product List: Heading Name","ecom","Store Splash Page","TEXTBOX-REG","","","1","Featured Products","If there are products to display on the store splash page, the name below is used to present a heading."
"ecom.splashprodslider","Product List: Activate Slider","ecom","Store Splash Page","SELECT-BOOL","","","1","1","If there are products to display on the store splash page, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.surchargescript","Custom Surcharge Method","ecom","Checkout","SELECT-TABLE","ecom_surchargecust","","1","user","If you have selected to activate the Custom Surcharge Method Status, select the custom surcharge method to execute during checkout below."
"ecom.time_store_acctsyslog","Accounting System Log Entry Storage Time","ecom","Cron Settings","SELECT-CUSTOM","ecom.acctsyslogtime","","1","604800","Select the number of weeks to store accounting system log entries."
"ecom.time_store_carts","Shopping Cart/Wish List Storage Time","ecom","Cron Settings","SELECT-CUSTOM","core.cron.months","","1","15552000","Select the number of months to unmodified store shopping carts and wish lists in the database.  Shopping carts and wish lists are modified each time a user adds, updates or removes an item in their shopping cart and/or wish list."
"ecom.time_store_orderspend","Order Storage Time - Pending/Cancelled","ecom","Cron Settings","SELECT-CUSTOM","core.cron.days","","1","864000","Select the number of days to store pending and cancelled orders.  Past orders with dates older than this value, and future orders with dates beyond this value, will be removed automatically each week."
"ecom.upsaccountnum","UPS Account Number","ecom","UPS OnLine Tools Settings","TEXTBOX-REG","","","0","","Enter your UPS account number.  This number is required if you would like to receive negotiated rates."
"ecom.upsaddressverify","UPS Address Verification: Activate","ecom","UPS OnLine Tools Settings","SELECT-BOOL","","","1","0","Select true (1) to activate UPS Address Verification of all US-based addresses.  Address verification is handled using UPS, and requires a UPS OnLine&reg; Tools connection configured.  Select false (0) to disable this feature."
"ecom.upsdoestdel","Activate Delivery Estimates","ecom","UPS OnLine Tools Settings","SELECT-BOOL","","","1","1","Select true (1) to display UPS delivery date estimates, based on time in transit (TiT), with rates."
"ecom.upsnegrates","Use UPS Negotiated Rates","ecom","UPS OnLine Tools Settings","SELECT-BOOL","","","1","0","Set this field to true to use negotiated rates from UPS. Set this field to false to use UPS counter rates."
"ecom.upstoolsaccesstoken","API Access Token","ecom","UPS OnLine Tools Settings","HIDDEN-REG","","","0","",""
"ecom.upstoolsbrandedtracklink","UPS Branded Tracking Link ID","ecom","UPS OnLine Tools Settings","TEXTBOX-REG","","","0","","To activate branded tracking links for items shipped via UPS in order confirmations, enter your UPS Branded Tracking ID."
"ecom.upstoolstokenexpires","API Token Expiration","ecom","UPS OnLine Tools Settings","HIDDEN-REG","","","0","",""
"ecom.usesalescript","Custom Sale Method Status","ecom","Checkout","SELECT-BOOL","","","1","0","Select true to activate a custom sale method during checkout.  If you select to activate a custom sale method during checkout, the Custom Sale Method specified on this page will be executed."
"ecom.usesurchargescript","Custom Surcharge Method Status","ecom","Checkout","SELECT-BOOL","","","1","0","Select true to activate a custom surcharge method during checkout.  If you select to activate a custom surcharge method during checkout, the Custom Surcharge Method specified on this page will be executed."
"ecom.uspsaccesstoken","API Access Token","ecom","USPS API Settings","HIDDEN-REG","","","0","",""
"ecom.uspsnegrates","Use USPS Contract Rates","ecom","USPS API Settings","SELECT-BOOL","","","1","0","If you supplied an Enterprise Payment Account Number when configuring your USPS API connection, set this field to true to use contract rates from USPS. Set this field to false to use USPS retail rates."
"ecom.uspsretcurr","Return Currency","ecom","USPS API Settings","SELECT-CUSTOM","core.currency","","1","USD","Select the currency used by USPS to return shipping rates for your USPS account."
"ecom.uspstokenexpires","API Token Expiration","ecom","USPS API Settings","HIDDEN-REG","","","0","",""
"ecom.xmodamazoncreateaccounts","Order Processing: Create Customer Accounts","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to create customer accounts for new customers who place orders on Amazon.  A mail message will be sent to the customer, altering them an account has been created.  Select false (0) to create guest orders for Amazon customers."
"ecom.xmodamazonimpdispatchtime","Import Controls: Default Fulfillment Latency","ecom","Extension Module: Amazon","SELECT-CUSTOM","ecom.amazondispatchtime","","1","1","Select the default fulfillment latency for imported offers.  Note that fulfillment latency of two days or less are considered default latency times."
"ecom.xmodamazonimpinvoutfba","Import Controls: Default Fulfillment Type","ecom","Extension Module: Amazon","SELECT-CUSTOM","ecom.invoutfba","","1","DEFAULT","Select the default fulfillment type for imported offers.  Note that your Amazon seller account must be FBA-Enabled to use Fulfillment by Amazon options."
"ecom.xmodamazoninvmax","Inventory Level Control: Maximum Offer Inventory","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","100","Enter the maximum inventory level to use for inventory.  This setting controls how many items are available and helps limit overall catalog value, which may have limits on total value in place."
"ecom.xmodamazoninvoicedisp","Order Invoice Display Option","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to display a printable order invoice link instead of a printable order summary link for completed Amazon orders.  Select false (0) to always display a printable order summary link."
"ecom.xmodamazoninvoicemail","Order Invoice Mail Option","ecom","Extension Module: Amazon","SELECT-CUSTOM","core.invoicemail","","1","0","Select the conditions under which Amazon orders will receive an order invoice mail message, instead of an order complete mail message, when the order is completed. This option is only valid when the Order Processing: Send Customer Mail Messages setting is set to true (1), and the Order Manager setting Send Order Completed Mail Messages is active."
"ecom.xmodamazoninvoverselldisable","Local Inventory Oversell: Disable","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","For the Amazon channel, select true (1) to disable Local Inventory Oversell, if it is activated.  Select false (0) to use global Inventory Oversell settings."
"ecom.xmodamazoninvunldrop","Inventory Level Control: Unlimited/Dropshipped","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","20","Enter the inventory level to use for inventory which has an unlimited supply, or is dropshipped by default or when out of local inventory."
"ecom.xmodamazonordernumprefix","Order Number Prefix","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","AMZ","If you've selected a prefixed Order Number Type this prefix will be appended to all Amazon order numbers."
"ecom.xmodamazonordersactive","Channel Status: Orders Downloads and Updates","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to download, process and update orders placed on Amazon.  Select false (0) to disable this function and process orders manually, or with another application."
"ecom.xmodamazonordersfbaactive","Channel Status: FBA Tracking Info Import","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to enable tracking information imports for orders which are shipped through Fulfillment by Amazon (FBA).  Select false (0) to disable this function and enter tracking information for FBA orders manually.  Orders Downloads and Updates must be active to utilize this functionality."
"ecom.xmodamazonothercarriername","Shipping Carrier Name: Other","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Standard Carrier","Enter a shipping carrier name to transmit to Amazon for orders which have tracking numbers entered for the 'Other' carrier."
"ecom.xmodamazonsendcustmails","Order Processing: Send Customer Mail Messages","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to send mail messages to customers for orders downloaded from Amazon.  Mail messages sent for Amazon orders include order confirmation, partially shipped and complete messages."
"ecom.xmodamazonshipcatexpedited","Shipping Service Name: Expedited","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Expedited Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Expedited service level."
"ecom.xmodamazonshipcatfreeeconomy","Shipping Service Name: Free Economy","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Free Economy Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Free Economy service level."
"ecom.xmodamazonshipcatnextday","Shipping Service Name: Next Day","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Next Day Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Next Day service level."
"ecom.xmodamazonshipcatsameday","Shipping Service Name: Same Day","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Same Day Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Same Day service level."
"ecom.xmodamazonshipcatscheduled","Shipping Service Name: Scheduled","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Standard Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Scheduled service level."
"ecom.xmodamazonshipcatsecondday","Shipping Service Name: Second Day","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Two Day Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Secondy Day service level."
"ecom.xmodamazonshipcatstandard","Shipping Service Name: Standard","ecom","Extension Module: Amazon","TEXTBOX-REG","","","1","Standard Shipping","Enter the shipping service name to use for Amazon orders which are shipped via the Standard service level."
"ecom.xmodamazonupdateinvactive","Channel Status: Inventory Updates","ecom","Extension Module: Amazon","SELECT-BOOL","","","1","0","Select true (1) to update inventory for offers on Amazon when offers are automatically synchronized.  Select false (0) disable this function and manage Amazon inventory manually, or with another application."
"ecom.xmodcustomerviewer_profithigh","High Profit Highlight Percentage","ecom","Extension Module: Customer Viewer","TEXTBOX-REG","","","1","40","Enter a percentage, without a percent sign, which will trigger a high profit highlight (GREEN) in the customer viewer."
"ecom.xmodcustomerviewer_profitlow","Low Profit Highlight Percentage","ecom","Extension Module: Customer Viewer","TEXTBOX-REG","","","1","26","Enter a percentage, without a percent sign, which will trigger a low profit highlight (RED) in the customer viewer."
"ecom.xmodcustomerviewer_profitmarg","Marginal Profit Highlight Percentage","ecom","Extension Module: Customer Viewer","TEXTBOX-REG","","","1","32","Enter a percentage, without a percent sign, which will trigger a marginal profit highlight (ORANGE) in the customer viewer."
"ecom.xmodcustomerviewer_status","Customer Viewer Extension Module Status","ecom","Extension Module: Customer Viewer","HIDDEN-REG","","","1","1","This status is set to indicate the Customer Viewer extension module is installed."
"ecom.xmodebaycreateaccounts","Order Processing: Create Customer Accounts","ecom","Extension Module: eBay","SELECT-BOOL","","","1","1","Select true (1) to create customer accounts for new customers who place orders on eBay.  A mail message will be sent to the customer, altering them an account has been created.  Select false (0) to create guest orders for eBay customers."
"ecom.xmodebaydesctemplate","Use Description Template for Cloned Product Offers","ecom","Extension Module: eBay","SELECT-BOOL","","","1","1","Select true (1) to use a template to format offer descriptions for eBay when cloning a Store Catalog Product Offer as an eBay Offer.  Select false (0) to use the description as entered for the Store Catalog Product Offer."
"ecom.xmodebayinvmax","Inventory Level Control: Maximum Offer Inventory","ecom","Extension Module: eBay","TEXTBOX-REG","","","1","100","Enter the maximum inventory level to use for inventory.  This setting controls how many items are available and helps limit overall catalog value, which may have limits on total value in place."
"ecom.xmodebayinvoicedisp","Order Invoice Display Option","ecom","Extension Module: eBay","SELECT-BOOL","","","1","0","Select true (1) to display a printable order invoice link instead of a printable order summary link for completed eBay orders.  Select false (0) to always display a printable order summary link."
"ecom.xmodebayinvoicemail","Order Invoice Mail Option","ecom","Extension Module: eBay","SELECT-CUSTOM","core.invoicemail","","1","0","Select the conditions under which eBay orders will receive an order invoice mail message, instead of an order complete mail message, when the order is completed. This option is only valid when the Order Processing: Send Customer Mail Messages setting is set to true (1), and the Order Manager setting Send Order Completed Mail Messages is active."
"ecom.xmodebayinvoverselldisable","Local Inventory Oversell: Disable","ecom","Extension Module: eBay","SELECT-BOOL","","","1","0","For the eBay channel, select true (1) to disable Local Inventory Oversell, if it is activated.  Select false (0) to use global Inventory Oversell settings."
"ecom.xmodebayinvunldrop","Inventory Level Control: Unlimited/Dropshipped","ecom","Extension Module: eBay","TEXTBOX-REG","","","1","20","Enter the inventory level to use for inventory which has an unlimited supply, or is dropshipped by default or when out of local inventory."
"ecom.xmodebayordernumprefix","Order Number Prefix","ecom","Extension Module: eBay","TEXTBOX-REG","","","1","EBY","If you've selected a prefixed Order Number Type this prefix will be appended to all eBay order numbers."
"ecom.xmodebayordersactive","Channel Status: Orders Downloads and Updates","ecom","Extension Module: eBay","SELECT-BOOL","","","1","0","Select true (1) to download, process and update orders placed on eBay.  Select false (0) to disable this function and process orders manually, or with another application."
"ecom.xmodebaypaypalactive","Activate PayPal Payments","ecom","Extension Module: eBay","SELECT-BOOL","","","1","1","If you accept PayPal payments for eBay orders, select true (1) here.  If you have this value set to false (0), but see warning '11012' when creating offers for eBay, your eBay account is configured to automatically accept PayPal payments, and you should set this value to true (1) to satisfy this warning."
"ecom.xmodebaypaypalemail","PayPal Email Address","ecom","Extension Module: eBay","TEXTBOX-REG","","","1","sales@dorotape.co.uk","Enter the email address for the PayPal account used by your eBay account.  Offers created by this software will use this email address as the PayPal email address for the offer."
"ecom.xmodebaysendcustmails","Order Processing: Send Customer Mail Messages","ecom","Extension Module: eBay","SELECT-BOOL","","","1","1","Select true (1) to send mail messages to customers for orders downloaded from eBay.  Mail messages sent for eBay orders include order confirmation, partially shipped and complete messages."
"ecom.xmodebaytoken","Seller Account User Token","ecom","Extension Module: eBay","TEXTAREA-SMALL","","","1",".","This is your Seller Account User Token, as provided by eBay.  This token is automatically set up when you configure your eBay connection, and is available here to update, if your token changes or expires."
"ecom.xmodebayupdateinvactive","Channel Status: Inventory Updates","ecom","Extension Module: eBay","SELECT-BOOL","","","1","0","Select true (1) to update inventory for offers on eBay when offers are automatically synchronized.  Select false (0) disable this function and manage eBay inventory manually, or with another application."
"ecom.xmodgooglecustomerreviews_merchantid","Google Merchant ID","ecom","Extension Module: Google Customer Reviews","TEXTBOX-REG","","","1","999999","Enter your Google Merchant ID for your Google Merchant Account which is configured to use Google Customer Reviews."
"ecom.xmodgooglecustomerreviews_showbadge","Display Google Customer Reviews Badge","ecom","Extension Module: Google Customer Reviews","SELECT-BOOL","","","1","0","This status indicator allows you to turn the Google Customer Reviews badge on (true) or off (false).  Leave this setting off until such time as Google has informed you reviews are available and your badge is ready."
"ecom.xmodgooglecustomerreviews_status","Activate Google Customer Reviews","ecom","Extension Module: Google Customer Reviews","SELECT-BOOL","","","1","0","This status indicator allows you to turn the Google Customer Reviews on (true) or off (false).  If set to on, this module will prompt customers to complete Google Reviews for purchases.  You must have a Google Merchant Account with Google Customer Reviews active to use this module."
"ecom.xmodgooglecustomerreviews_timeintransit","Default Shipping Time in Transit","ecom","Extension Module: Google Customer Reviews","TEXTBOX-REG","","","1","4","Enter a default number of days to be used for a default time in transit for shipments.  Time in transit is used to calculate  expected delivery dates for orders when submitting to Google Customer Reviews.  If Delivery Estimates are active for the order, the delivery estimate will be used instead."
