"id","name","description","fieldtype","fieldinclude","required","fieldorder","section","optsel"
"Col_Roland_TR2_Ink","Select Colour & Size Below","Choose as many items as you like from the list.  Your total will change each time you add an item.","CHECKBOX-CUSTOM","","1","10","Item Options","Roland TrueVIS TR2 500ml Cyan|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Magenta|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Yellow|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml  Black|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Light Cyan|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Light Magenta|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Orange|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Green|107.10|0.00|0|STANDARD|STANDARD|STANDARD|
Roland TrueVIS TR2 500ml Cleaning|53.78|0.00|0|STANDARD|STANDARD|STANDARD|"
"Col_SM2","Choose Colour Below","","CHECKBOX-CUSTOM","","1","10","Item Options","Cyan|59.99|0.00|0|STANDARD|STANDARD|STANDARD|
Magenta|59.99|0.00|0|STANDARD|STANDARD|STANDARD|
Yellow|59.99|0.00|0|STANDARD|STANDARD|STANDARD|
Black|59.99|0.00|0|STANDARD|STANDARD|STANDARD|
Light Cyan|59.99|0.00|0|STANDARD|STANDARD|STANDARD|
Light Magenta|59.99|0.00|0|STANDARD|STANDARD|STANDARD|"
"Col_SS21","Choose Colour Below","","CHECKBOX-CUSTOM","","1","10","Item Options","Mimaki SS21 Cyan|85.99|0.00|0|STANDARD|STANDARD|STANDARD|
Mimaki SS21 Yellow|85.99|0.00|0|STANDARD|STANDARD|STANDARD|
Mimaki SS21 Black|85.99|0.00|0|STANDARD|STANDARD|STANDARD|"
"contour","Choose Hardness","Please select hardness required","CHECKBOX-CUSTOM","","1","1","Item Options","Grey - Stiff Flex|6.80|0.00|0|STANDARD|STANDARD|STANDARD|
Yellow - Medium Flex|6.10|0.00|0|STANDARD|STANDARD|STANDARD|
Green - Soft Flex|6.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Colour-Essential","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|19.00|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|855.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Concrete-Pure","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Concrete-Urban","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Steel-Brushed","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Steel-Rust-Prestige","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Stone-Granite","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Stone-Marble","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|27.04|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1216.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Stone-Terrazo","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Stone-Volcanic","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|33.25|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1496.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Textile-Leather","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|39.75|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1788.75|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Textile-Metallic-Prestige","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|42.72|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1922.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Textile-Natural","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|42.72|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1922.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Wood-Dark","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|27.04|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1216.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Wood-Light","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|27.04|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1216.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Wood-Medium","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|27.04|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1216.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Cover-Styl-Wood-Painted","Enter quantity above then select to buy ","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","1","2","Order 1220mm wide by the metre or roll here","part roll - price per mtr at 1220mm|27.04|0.00|0|STANDARD|STANDARD|STANDARD|
full roll - 1220mm x 50 mtr|1216.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"CPL22_Roll","Choose Length of Roll Below","Please select your required size below:","CHECKBOX-CUSTOM","","1","10","Prices are per roll at 1370mm wide","1370mm x 5m Roll|125.35|100.29|0|STANDARD|STANDARD|STANDARD|
1370mm x 15m Roll|342.00|273.53|0|STANDARD|STANDARD|STANDARD|"
"CS-112PPBW-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|1.06|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|5.30|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.39|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-112PPBW-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.45|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.74|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.97|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GBW-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|0.92|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|4.60|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.18|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|5.90|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|1.56|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|7.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GBW-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.41|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.64|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.83|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GC-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|0.97|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|4.85|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.26|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|6.30|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|1.72|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|8.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GC-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.43|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.68|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.88|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GC-SHEET2","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.43|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.68|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GM-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|1.07|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|5.35|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.41|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|7.05|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|2.02|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|10.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114GM-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.46|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.75|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.99|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MBW-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|1.06|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|5.30|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.39|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|6.95|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|1.98|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|9.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MBW-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.45|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.74|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.97|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MC-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|1.08|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|5.40|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.42|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|7.10|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|2.02|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|10.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MC-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.46|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.76|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|0.99|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MM-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|1.10|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|5.45|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|1.43|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|7.15|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|2.04|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|10.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-C114MM-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.48|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|0.78|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|1.04|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-CHALKBOARD-CR62-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|2.70|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|13.50|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|4.10|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|20.50|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|7.45|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|37.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-CHALKBOARD-CR62-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.90|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|1.62|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.46|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-CLEAR-APP-TAPE","Choose Width","Please select width of roll required","CHECKBOX-CUSTOM","","1","10","Item Options","100mm x 20m|5.08|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 20m|7.25|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 20m|8.50|0.00|0|STANDARD|STANDARD|STANDARD|
610mm x 100m|51.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-DICHROIC-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","200mm x 1m|8.19|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 5m|40.95|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 1m|11.40|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 5m|57.00|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|16.78|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|83.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-DICHROIC-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|2.54|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|4.91|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 500mm|6.84|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-EFX-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|2.79|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|13.95|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|3.99|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|19.95|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|4.79|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|23.95|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-EFX-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.99|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|1.95|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.79|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-ETCHEL-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|2.50|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|12.50|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|3.80|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|19.00|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|7.34|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|36.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-ETCHEL-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.85|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|1.75|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.66|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-ETCHPT-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|2.30|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|11.50|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|3.50|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|17.50|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|5.25|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|26.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-ETCHPT-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.75|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|1.61|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.45|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-FLUORO-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|2.85|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|14.25|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|4.25|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|21.25|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|7.55|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|37.75|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-FLUORO-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.95|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|2.00|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.98|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-GARMENT-APP-TAPE","Choose Size Below","Please select size required:","CHECKBOX-CUSTOM","","1","10","Item Options","A4 Sheet|1.15|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|3.55|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|13.80|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 25m|69|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-GEMSTONE-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|5.03|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|25.15|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|6.99|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|34.95|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|11.19|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|55.95|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-GEMSTONE-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|1.56|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|3.52|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|4.89|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-GLITTER-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","203mm x 1m|8.19|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 5m|40.95|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 1m|11.40|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 5m|57.00|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|18.24|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|91.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-GLITTER-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|3.54|0.00|0|STANDARD|STANDARD|STANDARD|
203mm x 500mm|5.73|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|7.98|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HOLO-ROLL","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","200mm x 1m|2.79|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 5m|13.95|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 1m|3.99|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 5m|19.95|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 1m|4.79|0.00|0|STANDARD|STANDARD|STANDARD|
500mm x 5m|23.95|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HOLO-ROLL-2","Please select either 'Roll' size here:","","CHECKBOX-CUSTOM","","0","2","Order your short rolls here","200mm x 1m|2.79|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 5m|13.95|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 1m|3.99|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 5m|19.95|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HOLO-SHEET","or 'Sheet' size here:","","CHECKBOX-CUSTOM","","0","2","Order your sheets here","A4|0.99|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|1.95|0.00|0|STANDARD|STANDARD|STANDARD|
300mm x 500mm|2.79|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-A4-N","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","A4 Sheet|1.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-BM","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","480mm x 1000mm|8.69|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 480mm|3.65|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 480mm|2.16|0.00|0|STANDARD|STANDARD|STANDARD|
A4 Sheet|1.75|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-C","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","500mm x 1000mm|6.43|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|2.52|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|1.62|0.00|0|STANDARD|STANDARD|STANDARD|
A4 Sheet|1.22|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-GLITTER","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","500mm x 1000mm|6.96|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|4.25|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|2.99|0.00|0|STANDARD|STANDARD|STANDARD|
A4 Sheet|1.97|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-GLITTER-SHEET","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","305mm x 500mm|4.25|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|2.99|0.00|0|STANDARD|STANDARD|STANDARD|
A4 Sheet|1.97|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-GLITTER-SHEET-A4","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","A4 Sheet|1.97|0.00|0|STANDARD|STANDARD|STANDARD|"
"CS-HTV-HALLOWEEN-BUNDLE","Please choose the size you need","","CHECKBOX-CUSTOM","","1","1","Options","500mm x 1000mm|77.00|0.00|0|STANDARD|STANDARD|STANDARD|
305mm x 500mm|37.50|0.00|0|STANDARD|STANDARD|STANDARD|
200mm x 500mm|25.00|0.00|0|STANDARD|STANDARD|STANDARD|
A4 Sheet|17.50|0.00|0|STANDARD|STANDARD|STANDARD|"
