Type,SKU,Regular price,Sale price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_price_tiers,Published,Visibility in catalog,In stock?,Backorders allowed?
variation,435-sz06,1.97,,435,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,438-sz01,7.73,,438,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,438-sz02,174.00,,438,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,438-sz03,6.96,,438,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,438-sz04,4.25,,438,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,438-sz05,2.99,,438,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,438-sz06,1.97,,438,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,439-sz01,7.73,,439,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,439-sz02,174.00,,439,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,439-sz03,6.96,,439,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,439-sz04,4.25,,439,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,439-sz05,2.99,,439,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,439-sz06,1.97,,439,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG444-sz01,9.97,,PG444,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG444-sz02,224.25,,PG444,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG444-sz03,9.01,,PG444,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG444-sz04,5.50,,PG444,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG444-sz05,3.87,,PG444,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG444-sz06,2.48,,PG444,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG450-sz01,9.97,,PG450,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG450-sz02,224.25,,PG450,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG450-sz03,9.01,,PG450,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG450-sz04,5.50,,PG450,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG450-sz05,3.87,,PG450,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG450-sz06,2.48,,PG450,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4501-sz01,7.97,,4501,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4501-sz02,174.25,,4501,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4501-sz03,7.01,,4501,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4501-sz04,2.55,,4501,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4501-sz05,1.80,,4501,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4501-sz06,1.25,,4501,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4503-sz01,7.97,,4503,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4503-sz02,174.25,,4503,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4503-sz03,7.01,,4503,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4503-sz04,2.55,,4503,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4503-sz05,1.80,,4503,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4503-sz06,1.25,,4503,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4508-sz01,7.97,,4508,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4508-sz02,174.25,,4508,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4508-sz03,7.01,,4508,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4508-sz04,2.55,,4508,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4508-sz05,1.80,,4508,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4508-sz06,1.25,,4508,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG451-sz01,9.97,,PG451,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG451-sz02,224.25,,PG451,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG451-sz03,9.01,,PG451,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG451-sz04,5.50,,PG451,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG451-sz05,3.87,,PG451,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG451-sz06,2.48,,PG451,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4510-sz01,7.97,,4510,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4510-sz02,174.25,,4510,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4510-sz03,7.01,,4510,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4510-sz04,2.55,,4510,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4510-sz05,1.80,,4510,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4510-sz06,1.25,,4510,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4515-sz01,7.97,,4515,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4515-sz02,174.25,,4515,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4515-sz03,7.01,,4515,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4515-sz04,2.55,,4515,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4515-sz05,1.80,,4515,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4515-sz06,1.25,,4515,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG454-sz01,9.97,,PG454,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG454-sz02,224.25,,PG454,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG454-sz03,9.01,,PG454,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG454-sz04,5.50,,PG454,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG454-sz05,3.87,,PG454,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG454-sz06,2.48,,PG454,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG455-sz01,9.97,,PG455,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG455-sz02,224.25,,PG455,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG455-sz03,9.01,,PG455,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG455-sz04,5.50,,PG455,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG455-sz05,3.87,,PG455,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG455-sz06,2.48,,PG455,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG456-sz01,9.97,,PG456,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG456-sz02,224.25,,PG456,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG456-sz03,9.01,,PG456,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG456-sz04,5.50,,PG456,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG456-sz05,3.87,,PG456,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG456-sz06,2.48,,PG456,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG458-sz01,9.97,,PG458,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG458-sz02,224.25,,PG458,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG458-sz03,9.01,,PG458,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG458-sz04,5.50,,PG458,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG458-sz05,3.87,,PG458,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG458-sz06,2.48,,PG458,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,PG459-sz01,9.97,,PG459,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,PG459-sz02,224.25,,PG459,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,PG459-sz03,9.01,,PG459,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,PG459-sz04,5.50,,PG459,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,PG459-sz05,3.87,,PG459,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,PG459-sz06,2.48,,PG459,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,466-sz01,6.64,,466,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,466-sz02,132.75,,466,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,466-sz03,6.43,,466,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,466-sz04,2.52,,466,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,466-sz05,1.62,,466,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,466-sz06,1.22,,466,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,469-sz01,6.64,,469,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,469-sz02,132.75,,469,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,469-sz03,2.42,,469,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,469-sz04,1.62,,469,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,469-sz05,1.16,,469,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4801-sz01,8.07,,4801,500mm wide,per metre,1,1,,1,visible,1,0
variation,4801-sz02,181.50,,4801,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4802-sz01,8.07,,4802,500mm wide,per metre,1,1,,1,visible,1,0
variation,4802-sz02,181.50,,4802,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4803-sz01,8.07,,4803,500mm wide,per metre,1,1,,1,visible,1,0
variation,4803-sz02,181.50,,4803,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4804-sz01,8.07,,4804,500mm wide,per metre,1,1,,1,visible,1,0
variation,4804-sz02,181.50,,4804,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4806-sz01,8.07,,4806,500mm wide,per metre,1,1,,1,visible,1,0
variation,4806-sz02,181.50,,4806,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4808-sz01,8.07,,4808,500mm wide,per metre,1,1,,1,visible,1,0
variation,4808-sz02,181.50,,4808,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4820-sz01,8.07,,4820,500mm wide,per metre,1,1,,1,visible,1,0
variation,4820-sz02,181.50,,4820,500mm wide,per 25 metre roll,1,1,,1,visible,1,0
variation,4901-sz01,6.64,,4901,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4901-sz02,132.75,,4901,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4901-sz03,6.43,,4901,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4901-sz04,2.52,,4901,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4901-sz05,1.62,,4901,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4901-sz06,1.22,,4901,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4902-sz01,6.64,,4902,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4902-sz02,132.75,,4902,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4902-sz03,6.43,,4902,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4902-sz04,2.52,,4902,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4902-sz05,1.62,,4902,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4902-sz06,1.22,,4902,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4903-sz01,7.37,,4903,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
variation,4903-sz02,162.25,,4903,Size / Format,500mm wide — per 25 metre roll,1,1,,1,visible,1,0
variation,4903-sz03,7.30,,4903,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4903-sz04,2.65,,4903,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4903-sz05,1.80,,4903,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4903-sz06,1.35,,4903,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4904-sz01,6.64,,4904,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4904-sz02,132.75,,4904,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4904-sz03,6.43,,4904,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4904-sz04,2.52,,4904,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4904-sz05,1.62,,4904,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4904-sz06,1.22,,4904,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4905-sz01,6.64,,4905,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4905-sz02,132.75,,4905,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4905-sz03,6.43,,4905,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4905-sz04,2.52,,4905,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4905-sz05,1.62,,4905,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4905-sz06,1.22,,4905,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4906-sz01,6.64,,4906,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4906-sz02,132.75,,4906,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4906-sz03,6.43,,4906,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4906-sz04,2.52,,4906,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4906-sz05,1.62,,4906,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4906-sz06,1.22,,4906,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4908-sz01,6.64,,4908,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4908-sz02,132.75,,4908,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4908-sz03,6.43,,4908,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4908-sz04,2.52,,4908,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4908-sz05,1.62,,4908,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4908-sz06,1.22,,4908,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4909-sz01,6.64,,4909,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4909-sz02,132.75,,4909,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4909-sz03,6.43,,4909,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4909-sz04,2.52,,4909,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4909-sz05,1.62,,4909,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4909-sz06,1.22,,4909,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4910-sz01,6.64,,4910,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4910-sz02,132.75,,4910,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4910-sz03,6.43,,4910,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4910-sz04,2.52,,4910,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4910-sz05,1.62,,4910,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4910-sz06,1.22,,4910,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4912-sz01,6.64,,4912,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4912-sz02,132.75,,4912,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4912-sz03,6.43,,4912,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4912-sz04,2.52,,4912,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4912-sz05,1.62,,4912,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4912-sz06,1.22,,4912,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4914-sz01,6.64,,4914,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4914-sz02,132.75,,4914,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4914-sz03,6.43,,4914,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4914-sz04,2.52,,4914,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4914-sz05,1.62,,4914,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4914-sz06,1.22,,4914,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4915-sz01,6.64,,4915,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4915-sz02,132.75,,4915,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4915-sz03,6.43,,4915,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4915-sz04,2.52,,4915,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4915-sz05,1.62,,4915,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4915-sz06,1.22,,4915,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4916-sz01,6.64,,4916,Select quantity required,per metre,1,1,,1,visible,1,0
variation,4916-sz02,132.75,,4916,Select quantity required,per 25 metre roll,1,1,,1,visible,1,0
variation,4917-sz01,6.64,,4917,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4917-sz02,132.75,,4917,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4917-sz03,6.43,,4917,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4917-sz04,2.52,,4917,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4917-sz05,1.62,,4917,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4917-sz06,1.22,,4917,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4918-sz01,6.64,,4918,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4918-sz02,132.75,,4918,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4918-sz03,6.43,,4918,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4918-sz04,2.52,,4918,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4918-sz05,1.62,,4918,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4918-sz06,1.22,,4918,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4919-sz01,6.64,,4919,Size / Format,Select quantity required — per metre,1,1,,1,visible,1,0
variation,4919-sz02,132.75,,4919,Size / Format,Select quantity required — per 25 metre roll,1,1,,1,visible,1,0
variation,4919-sz03,6.43,,4919,Size / Format,Size / Format — 500mm x 1000mm,1,1,,1,visible,1,0
variation,4919-sz04,2.52,,4919,Size / Format,Size / Format — 305mm x 500mm,1,1,,1,visible,1,0
variation,4919-sz05,1.62,,4919,Size / Format,Size / Format — 200mm x 500mm,1,1,,1,visible,1,0
variation,4919-sz06,1.22,,4919,Size / Format,Size / Format — A4 Sheet,1,1,,1,visible,1,0
variation,4920-sz01,6.99,,4920,Size / Format,500mm wide — per metre,1,1,,1,visible,1,0
