Status,Product,Option,"Website code (old)","Your SKU / Resolution",Price,"What we did / what we need from you"
"CONFLICT - SAME CODE ON TWO LINES","ASLAN DFP07 UltraTack","1370mm x 50m Roll (Grey Adhesive)",DFP07-sz04,DFP07G1370,393.3,"You gave Sage code ""DFP07G1370"" to more than one line in the sheet. SKUs must be unique, so please confirm which line should keep it."
"NEEDS DECISION - MULTIPLE CODES","ASLAN DFP08 UltraTack Matt","Select Length of Roll — 1370mm x 10m Roll",DFP08-sz01,"OPTIONS DFP081370 & DFP08G1370",84.0,"You listed more than one Sage code here (""OPTIONS DFP081370 & DFP08G1370""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - NOT A SAGE CODE","ASLAN DFP08 UltraTack Matt","Select Length of Roll — 1370mm x 50m Roll",DFP08-sz02,"CLICKER IN 10'S WITH Q DISC FOR 50",378.0,"The SKU/Resolution box has an instruction rather than a code (""CLICKER IN 10'S WITH Q DISC FOR 50""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"DONE - SAGE CODE APPLIED","ASLAN DFP33 Print N Go",,DFP33,DFP331370,155.0,"SKU on the site changed from ""DFP33"" to your Sage code ""DFP331370"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","ASLAN EL300 Dry Apply Glass Etch",,EL300,"OPTIONS EL3001520 / EL3001260 / EL300630",5.85,"You listed more than one Sage code here (""OPTIONS EL3001520 / EL3001260 / EL300630""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","ASLAN FF410 Self-adhesive Ferrous Film",,FF410,"FF410FERRO / FF410FERRO1370",221.9,"You listed more than one Sage code here (""FF410FERRO / FF410FERRO1370""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"DONE - SAGE CODE APPLIED","ASLAN FF480 Printable Self-adhesive Ferrous Film :: 1010mm x 12m roll",,FF480,FF480FERRO,277.7,"SKU on the site changed from ""FF480"" to your Sage code ""FF480FERRO"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN FF490 Self-adhesive Matt Dry Wipe Ferrous Film :: 1370mm wide",,FF490,FF490FERRO1370,60.9,"SKU on the site changed from ""FF490"" to your Sage code ""FF490FERRO1370"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN FF540 Self-adhesive Blackboard Ferrous Film (PVC Free) :: 1250mm wide",,FF540,FF540FERRO1250,55.86,"SKU on the site changed from ""FF540"" to your Sage code ""FF540FERRO1250"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","ASLAN FF550 Dry Wipe Self-adhesive Ferrous Film",,FF550,"FF550FERRO / FF550FERRO1370",503.8,"You listed more than one Sage code here (""FF550FERRO / FF550FERRO1370""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"DONE - SAGE CODE APPLIED","ASLAN Glassline Series Colour Selectors","Aslan Glassline 2 Page A4 Colour Card",Aslan-Glassline-Colour-Cards,COLSELGLASSLINEA4,1.5,"SKU on the site changed from ""Aslan-Glassline-Colour-Cards"" to your Sage code ""COLSELGLASSLINEA4"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN Glassline Series Colour Selectors","Aslan Glassline Colour Pocket Swatch",Aslan-Glassline-Pocket-Swatch,COLSELGLASSLINEPS,5.0,"SKU on the site changed from ""Aslan-Glassline-Pocket-Swatch"" to your Sage code ""COLSELGLASSLINEPS"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN MetalEffect Series Colour Selectors","Aslan MetalEffect 3 Page A4 Colour Card",Aslan-MetalEffect-Colour-Cards,COLSELMETALEFFECTA4,1.5,"SKU on the site changed from ""Aslan-MetalEffect-Colour-Cards"" to your Sage code ""COLSELMETALEFFECTA4"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN MetalEffect Series Colour Selectors","Aslan MetalEffect Colour Pocket Swatch",Aslan-MetalEffect-Pocket-Swatch,COLSELMETALEFFECTPS,5.0,"SKU on the site changed from ""Aslan-MetalEffect-Pocket-Swatch"" to your Sage code ""COLSELMETALEFFECTPS"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN MP326 Floor Protect Laminate","1370mm x 25m roll",MP326-sz02,MP3261370,215.6,"SKU on the site changed from ""MP326-sz02"" to your Sage code ""MP3261370"". No further action needed."
"NEEDS DECISION - NOT A SAGE CODE","ASLAN MP326 Floor Protect Laminate","1370mm x 5m roll",MP326-sz01,"CLICKER IN 5'S WITH Q DISC FOR 25",61.6,"The SKU/Resolution box has an instruction rather than a code (""CLICKER IN 5'S WITH Q DISC FOR 25""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - MULTIPLE CODES","ASLAN S41",,S41,"S411250 / S41625",244.5,"You listed more than one Sage code here (""S411250 / S41625""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","ASLAN S62",,S62,"S621250 / S62625 / S62416",240.0,"You listed more than one Sage code here (""S621250 / S62625 / S62416""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","ASLAN S64",,S64,"S641250 / S64625",19.04,"You listed more than one Sage code here (""S641250 / S64625""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","ASLAN S66",,S66,"S661250 / S66625",7.0,"You listed more than one Sage code here (""S661250 / S66625""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","ASLAN S68",,S68,"S681250 / S68625",11.74,"You listed more than one Sage code here (""S681250 / S68625""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SE71 Alpha Opaque Dichroic Film",,13143S,,30.2,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"NOT APPLIED - PRODUCT REMOVED","ASLAN SE71 Alpha Opaque Dichroic Film",,13143SPET_Alpha,13143SPET1350,33.0,"You gave the Sage code ""13143SPET1350"", but this product/option is no longer live on the site (it was removed in an earlier round). Please confirm whether it should be reinstated with this code, or stay removed."
"DONE - SAGE CODE APPLIED","ASLAN SE71 Andromeda Opaque Dichroic Film",,13144S,13144S1200,30.2,"SKU on the site changed from ""13144S"" to your Sage code ""13144S1200"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SE71 Aurora Opaque Dichroic Film",,13142S,,30.2,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"NOT APPLIED - PRODUCT REMOVED","ASLAN SE71 Aurora Opaque Dichroic Film",,13142SPET_Aurora,13142SPET1350,33.68,"You gave the Sage code ""13142SPET1350"", but this product/option is no longer live on the site (it was removed in an earlier round). Please confirm whether it should be reinstated with this code, or stay removed."
"DONE - SAGE CODE APPLIED","ASLAN SE71 Plasma Opaque Dichroic Film",,13145S,13145S1200,30.2,"SKU on the site changed from ""13145S"" to your Sage code ""13145S1200"". No further action needed."
"DONE - SAGE CODE APPLIED","ASLAN SL99 Graffiti Repellent Laminate","Size / Format — 1370mm x 10m",SL99-sz01,SL991370,174.8,"SKU on the site changed from ""SL99-sz01"" to your Sage code ""SL991370"". No further action needed."
"NEEDS DECISION - NOT A SAGE CODE","ASLAN SL99 Graffiti Repellent Laminate","Size / Format — 1370mm x 50m",SL99-sz02,"CLICKER IN 10'S WITH Q DISC FOR 50",786.6,"The SKU/Resolution box has an instruction rather than a code (""CLICKER IN 10'S WITH Q DISC FOR 50""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"PLEASE CONFIRM - DELETE FROM SITE?","ASLAN SL99 Graffiti Repellent Laminate","Size / Format — FREE SAMPLE",SL99-sz03,,0.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"NEEDS DECISION - MULTIPLE CODES","ASLAN SRL96 rPET Anti-Graffiti Laminate",,SRL96-sz01,"SRL961520 & SRL961370",142.4,"You listed more than one Sage code here (""SRL961520 & SRL961370""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - NOT A SAGE CODE","ASLAN SRL96 rPET Anti-Graffiti Laminate",,SRL96-sz02,"CLICKER IN 10'S WITH Q DISC FOR 50",640.8,"The SKU/Resolution box has an instruction rather than a code (""CLICKER IN 10'S WITH Q DISC FOR 50""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - MULTIPLE CODES","ASLAN SRL96 rPET Anti-Graffiti Laminate",,(none),"SRL961520 & SRL961370",158.6,"You listed more than one Sage code here (""SRL961520 & SRL961370""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NOT APPLIED - CANNOT FIND PRODUCT","ASLAN SRL96 rPET Anti-Graffiti Laminate",,(none),"IDEALLY 10M INCREMENTS",713.7,"You gave Sage code ""IDEALLY 10M INCREMENTS"", but we could not find a live item on the site with the old code ""(none)"" (it may have been renamed or restructured since the export). Please confirm this product still exists."
"DONE - SAGE CODE APPLIED","ATP GP412 :: Monomeric High Tack Vinyl 1370mm x 50m",,ATP-GP412,ATP-GP412WGHTG,236.1,"SKU on the site changed from ""ATP-GP412"" to your Sage code ""ATP-GP412WGHTG"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Aurora Glitter","per 30 metre roll",GL14-sz02,,987.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Aurora Glitter","per metre",GL14-sz01,,34.64,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - REMOVED FROM SITE","B3 Natural Maple","full roll - 1220mm x 50 mtr","Cover Styl' B3-sz02",,1216.8,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","B3 Natural Maple","part roll - price per mtr at 1220mm","Cover Styl' B3-sz01",,27.04,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","B50 Creme","full roll - 1220mm x 50 mtr","Cover Styl' B50-sz02",,1216.8,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","B50 Creme","part roll - price per mtr at 1220mm","Cover Styl' B50-sz01",,27.04,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","B6 Cashew Beech","full roll - 1220mm x 50 mtr","Cover Styl' B6-sz02",,1216.8,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","B6 Cashew Beech","part roll - price per mtr at 1220mm","Cover Styl' B6-sz01",,27.04,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"NOT APPLIED - CANNOT FIND PRODUCT","Banner Hemming Tape",,Banner_Hemming_Tape,46525,12.73,"You gave Sage code ""46525"", but we could not find a live item on the site with the old code ""Banner_Hemming_Tape"" (it may have been renamed or restructured since the export). Please confirm this product still exists."
"DONE - SAGE CODE APPLIED","Black Engineer Grade Reflective",,5510-070,5.510070122E10,18.58,"SKU on the site changed from ""5510-070"" to your Sage code ""5.510070122E10"". No further action needed."
"DONE - SAGE CODE APPLIED","Black Flock Heat Transfer Vinyl",,700,7510500,11.56,"SKU on the site changed from ""700"" to your Sage code ""7510500"". No further action needed."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz01,,3.54,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz02,,5.73,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Black Glitter",,GL9-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Black Glitter","1220mm wide — per 30 metre roll",GL9-sz11,GL9,987.0,"Sage code ""GL9"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Black Glitter","1220mm wide — per metre",GL9-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
